hour,hour_of_day,day,outdoor_temp,outdoor_rh,solar_global,total_hvac_kwh,total_lighting_kwh,total_equipment_kwh,total_energy_kwh,grid_carbon_intensity,carbon_emissions_g,north_perimeter_temp,north_perimeter_humidity,north_perimeter_pmv,north_perimeter_ppd,north_perimeter_hvac_kwh,north_perimeter_hvac_mode,north_perimeter_occupancy,north_perimeter_heating_sp,north_perimeter_cooling_sp,north_perimeter_lighting_frac,east_perimeter_temp,east_perimeter_humidity,east_perimeter_pmv,east_perimeter_ppd,east_perimeter_hvac_kwh,east_perimeter_hvac_mode,east_perimeter_occupancy,east_perimeter_heating_sp,east_perimeter_cooling_sp,east_perimeter_lighting_frac,south_perimeter_temp,south_perimeter_humidity,south_perimeter_pmv,south_perimeter_ppd,south_perimeter_hvac_kwh,south_perimeter_hvac_mode,south_perimeter_occupancy,south_perimeter_heating_sp,south_perimeter_cooling_sp,south_perimeter_lighting_frac,west_perimeter_temp,west_perimeter_humidity,west_perimeter_pmv,west_perimeter_ppd,west_perimeter_hvac_kwh,west_perimeter_hvac_mode,west_perimeter_occupancy,west_perimeter_heating_sp,west_perimeter_cooling_sp,west_perimeter_lighting_frac,core_temp,core_humidity,core_pmv,core_ppd,core_hvac_kwh,core_hvac_mode,core_occupancy,core_heating_sp,core_cooling_sp,core_lighting_frac
107,11,5,24.9,69.1,583.4,1.47,4.71,6.48,12.66,470,5950.2,25.4,70.0,0.65,13.9,0.483,cooling,1.0,20.0,25.5,0.8,25.6,66.2,0.72,15.9,0.137,cooling,1.0,20.0,25.5,0.5,25.6,68.9,0.71,15.6,0.793,cooling,1.0,20.0,26.0,0.4,25.2,67.3,0.58,12.0,0.0,free_float,1.0,20.0,26.0,0.4,25.5,68.4,0.67,14.4,0.057,cooling,1.0,20.0,25.5,0.9
108,12,5,26.6,63.4,769.3,3.744,3.096,5.184,12.024,450,5410.8,25.5,66.8,0.67,14.4,0.837,cooling,0.8,20.0,25.5,0.8,25.8,67.2,0.77,17.5,0.581,cooling,0.8,20.0,25.5,0.8,25.7,66.2,0.73,16.2,0.903,cooling,0.8,20.0,26.0,0.4,25.9,65.2,0.82,19.2,0.308,cooling,0.8,20.0,26.0,0.4,25.6,66.2,0.71,15.6,1.115,cooling,0.8,20.0,25.5,0.9
109,13,5,28.3,61.3,589.8,5.883,4.14,6.48,16.503,460,7591.4,25.3,65.0,0.62,13.1,1.125,cooling,1.0,20.0,25.5,0.8,25.4,68.1,0.65,13.9,1.01,cooling,1.0,20.0,25.5,0.8,26.1,64.9,0.87,21.0,1.022,cooling,1.0,20.0,26.0,0.4,26.1,65.4,0.87,21.0,1.077,cooling,1.0,20.0,26.0,0.4,25.5,64.1,0.67,14.4,1.649,cooling,1.0,20.0,25.5,0.9
110,14,5,29.1,56.9,692.4,6.018,4.14,6.48,16.638,480,7986.2,25.2,62.9,0.59,12.3,0.897,cooling,1.0,20.0,25.5,0.8,25.5,64.1,0.68,14.7,0.602,cooling,1.0,20.0,25.5,0.8,26.0,64.1,0.85,20.2,1.718,cooling,1.0,20.0,26.0,0.4,26.1,61.7,0.88,21.3,1.336,cooling,1.0,20.0,26.0,0.4,25.5,61.1,0.66,14.2,1.466,cooling,1.0,20.0,25.5,0.9
111,15,5,28.8,60.9,531.2,5.273,4.14,6.48,15.893,500,7946.5,25.5,62.6,0.68,14.7,0.695,cooling,1.0,20.0,25.5,0.8,25.5,62.8,0.68,14.7,0.702,cooling,1.0,20.0,25.5,0.8,25.8,62.4,0.77,17.5,1.388,cooling,1.0,20.0,26.0,0.4,26.0,60.3,0.84,19.9,1.033,cooling,1.0,20.0,26.0,0.4,25.9,58.4,0.79,18.2,1.455,cooling,1.0,20.0,25.5,0.9
112,16,5,28.2,65.3,516.6,5.436,3.726,5.832,14.994,520,7796.9,25.7,63.7,0.75,16.8,1.013,cooling,0.9,20.0,25.5,0.8,25.6,63.8,0.7,15.3,0.628,cooling,0.9,20.0,25.5,0.8,26.0,62.9,0.85,20.2,1.006,cooling,0.9,20.0,26.0,0.4,25.9,60.7,0.82,19.2,0.644,cooling,0.9,20.0,26.0,0.4,25.1,61.6,0.53,10.9,2.146,cooling,0.9,20.0,25.5,0.9
113,17,5,28.6,66.7,468.3,2.602,2.07,3.24,7.912,550,4351.6,25.8,63.5,0.77,17.5,0.946,cooling,0.5,20.0,25.5,0.8,25.5,64.1,0.67,14.4,0.485,cooling,0.5,20.0,25.5,0.8,25.7,64.4,0.74,16.5,0.956,cooling,0.5,20.0,26.0,0.8,26.5,60.7,1.0,26.1,0.214,cooling,0.5,20.0,26.0,0.8,25.5,63.1,0.66,14.2,0.0,free_float,0.5,20.0,25.5,0.9
114,18,5,26.7,60.6,274.9,2.209,0.996,2.16,5.365,530,2843.5,25.8,64.6,0.76,17.2,0.772,cooling,0.2,18.0,28.0,0.1,25.3,63.1,0.59,12.3,0.193,cooling,0.2,18.0,28.0,0.1,25.7,62.6,0.75,16.8,0.135,cooling,0.2,18.0,28.0,0.1,25.8,61.9,0.78,17.8,0.712,cooling,0.2,18.0,28.0,0.1,25.4,63.4,0.65,13.9,0.396,cooling,0.2,18.0,28.0,0.1
115,19,5,25.8,63.7,174.5,0.0,0.06,2.16,2.22,480,1065.6,25.9,65.3,0.82,19.2,0.0,free_float,0.1,18.0,28.0,0.1,25.4,62.6,0.64,13.6,0.0,free_float,0.1,18.0,28.0,0.1,25.9,63.7,0.82,19.2,0.0,free_float,0.1,18.0,28.0,0.1,25.9,63.5,0.81,18.8,0.0,free_float,0.1,18.0,28.0,0.1,25.5,63.4,0.68,14.7,0.0,free_float,0.1,18.0,28.0,0.1
116,20,5,25.0,63.2,0.0,0.0,0.06,2.16,2.22,420,932.4,26.0,63.2,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,25.5,61.6,0.67,14.4,0.0,free_float,0.0,18.0,28.0,0.1,26.0,63.5,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,26.0,62.7,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,25.6,63.0,0.7,15.3,0.0,free_float,0.0,18.0,28.0,0.1
117,21,5,23.6,68.9,0.0,0.0,0.06,2.16,2.22,380,843.6,26.1,65.7,0.86,20.6,0.0,free_float,0.0,18.0,28.0,0.1,25.6,63.4,0.69,15.0,0.0,free_float,0.0,18.0,28.0,0.1,26.1,65.5,0.86,20.6,0.0,free_float,0.0,18.0,28.0,0.1,26.1,63.8,0.86,20.6,0.0,free_float,0.0,18.0,28.0,0.1,25.7,65.6,0.73,16.2,0.0,free_float,0.0,18.0,28.0,0.1
118,22,5,22.2,67.9,0.0,0.0,0.06,2.16,2.22,340,754.8,26.1,65.4,0.88,21.3,0.0,free_float,0.0,18.0,28.0,0.1,25.6,66.2,0.72,15.9,0.0,free_float,0.0,18.0,28.0,0.1,26.1,66.6,0.88,21.3,0.0,free_float,0.0,18.0,28.0,0.1,26.1,65.6,0.88,21.3,0.0,free_float,0.0,18.0,28.0,0.1,25.7,66.1,0.75,16.8,0.0,free_float,0.0,18.0,28.0,0.1
119,23,5,21.4,63.6,0.0,0.0,0.06,2.16,2.22,300,666.0,26.1,65.1,0.88,21.3,0.0,free_float,0.0,18.0,28.0,0.1,25.6,64.9,0.72,15.9,0.0,free_float,0.0,18.0,28.0,0.1,26.1,64.1,0.88,21.3,0.0,free_float,0.0,18.0,28.0,0.1,26.1,66.7,0.88,21.3,0.0,free_float,0.0,18.0,28.0,0.1,25.7,66.7,0.75,16.8,0.0,free_float,0.0,18.0,28.0,0.1
120,0,6,19.2,69.3,0.0,0.0,0.06,2.16,2.22,280,621.6,26.1,66.2,0.87,21.0,0.0,free_float,0.0,18.0,28.0,0.1,25.6,67.0,0.71,15.6,0.0,free_float,0.0,18.0,28.0,0.1,26.1,65.7,0.87,21.0,0.0,free_float,0.0,18.0,28.0,0.1,26.1,66.4,0.87,21.0,0.0,free_float,0.0,18.0,28.0,0.1,25.7,66.2,0.74,16.5,0.0,free_float,0.0,18.0,28.0,0.1
121,1,6,18.8,71.1,0.0,0.0,0.06,2.16,2.22,260,577.2,26.1,68.7,0.87,21.0,0.0,free_float,0.0,18.0,28.0,0.1,25.6,67.7,0.7,15.3,0.0,free_float,0.0,18.0,28.0,0.1,26.1,66.5,0.87,21.0,0.0,free_float,0.0,18.0,28.0,0.1,26.1,67.1,0.87,21.0,0.0,free_float,0.0,18.0,28.0,0.1,25.7,65.9,0.74,16.5,0.0,free_float,0.0,18.0,28.0,0.1
122,2,6,17.0,70.1,0.0,0.0,0.06,2.16,2.22,250,555.0,26.0,68.1,0.86,20.6,0.0,free_float,0.0,18.0,28.0,0.1,25.6,67.4,0.69,15.0,0.0,free_float,0.0,18.0,28.0,0.1,26.0,66.2,0.86,20.6,0.0,free_float,0.0,18.0,28.0,0.1,26.0,66.4,0.86,20.6,0.0,free_float,0.0,18.0,28.0,0.1,25.7,65.9,0.73,16.2,0.0,free_float,0.0,18.0,28.0,0.1
123,3,6,16.6,74.9,0.0,0.0,0.06,2.16,2.22,240,532.8,25.9,70.0,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,25.5,68.2,0.69,15.0,0.0,free_float,0.0,18.0,28.0,0.1,25.9,68.4,0.82,19.2,0.0,free_float,0.0,18.0,28.0,0.1,25.9,68.6,0.82,19.2,0.0,free_float,0.0,18.0,28.0,0.1,25.6,68.9,0.73,16.2,0.0,free_float,0.0,18.0,28.0,0.1
124,4,6,17.9,66.6,0.0,0.0,0.06,2.16,2.22,250,555.0,25.9,69.1,0.8,18.5,0.0,free_float,0.0,18.0,28.0,0.1,25.5,67.1,0.67,14.4,0.0,free_float,0.0,18.0,28.0,0.1,25.9,67.3,0.8,18.5,0.0,free_float,0.0,18.0,28.0,0.1,25.9,66.6,0.8,18.5,0.0,free_float,0.0,18.0,28.0,0.1,25.6,67.7,0.7,15.3,0.0,free_float,0.0,18.0,28.0,0.1
125,5,6,17.6,71.0,0.0,0.0,0.06,2.16,2.22,270,599.4,25.9,67.8,0.8,18.5,0.0,free_float,0.0,18.0,28.0,0.1,25.5,67.4,0.67,14.4,0.0,free_float,0.0,18.0,28.0,0.1,25.9,68.3,0.8,18.5,0.0,free_float,0.0,18.0,28.0,0.1,25.9,68.5,0.8,18.5,0.0,free_float,0.0,18.0,28.0,0.1,25.6,66.5,0.7,15.3,0.0,free_float,0.0,18.0,28.0,0.1
126,6,6,18.8,72.2,0.0,0.0,0.06,2.16,2.22,350,777.0,25.9,68.2,0.81,18.8,0.0,free_float,0.1,18.0,23.0,0.1,25.5,66.3,0.68,14.7,0.0,free_float,0.1,18.0,23.0,0.1,25.9,69.5,0.81,18.8,0.0,free_float,0.1,18.0,23.0,0.1,25.9,70.0,0.81,18.8,0.0,free_float,0.1,18.0,23.0,0.1,25.6,67.2,0.71,15.6,0.0,free_float,0.1,18.0,23.0,0.1
127,7,6,19.5,68.9,169.9,20.919,0.3,3.24,24.459,420,10272.8,22.9,67.1,-0.17,5.6,4.371,cooling,0.5,19.5,27.0,0.8,23.1,66.2,-0.11,5.3,2.969,cooling,0.5,20.0,27.0,0.8,23.4,69.9,-0.0,5.0,4.506,cooling,0.5,20.0,27.0,0.8,22.9,69.1,-0.18,5.7,3.235,cooling,0.5,20.0,27.0,0.8,23.0,67.5,-0.15,5.5,5.838,cooling,0.5,20.0,27.0,0.9
128,8,6,22.2,71.4,294.0,0.0,4.482,5.832,10.314,480,4950.7,23.5,68.7,0.02,5.0,0.0,free_float,0.9,20.0,26.0,0.8,23.8,66.3,0.11,5.3,0.0,free_float,0.9,20.0,26.0,0.8,24.1,70.0,0.23,6.1,0.0,free_float,0.9,20.0,26.0,0.8,23.4,69.3,-0.01,5.0,0.0,free_float,0.9,20.0,26.0,0.8,23.5,69.2,0.03,5.0,0.0,free_float,0.9,20.0,26.0,0.9
129,9,6,23.8,65.2,358.4,0.0,4.98,6.48,11.46,500,5730.0,24.2,67.8,0.24,6.2,0.0,free_float,1.0,20.0,26.0,0.8,24.5,65.9,0.34,7.4,0.0,free_float,1.0,20.0,25.5,0.8,25.0,68.0,0.5,10.2,0.0,free_float,1.0,20.0,25.5,0.8,24.0,67.6,0.18,5.7,0.0,free_float,1.0,20.0,26.0,0.8,24.1,68.7,0.22,6.0,0.0,free_float,1.0,20.0,26.0,0.9
130,10,6,22.7,67.0,502.2,0.663,4.98,6.48,12.123,490,5940.3,24.9,68.7,0.48,9.8,0.0,free_float,1.0,20.0,25.5,0.8,25.1,65.3,0.53,10.9,0.0,free_float,1.0,20.0,25.5,0.5,25.5,69.1,0.68,14.7,0.663,cooling,1.0,20.0,26.0,0.4,24.6,65.8,0.37,7.8,0.0,free_float,1.0,20.0,26.0,0.4,24.7,68.4,0.41,8.5,0.0,free_float,1.0,20.0,25.5,0.9
131,11,6,25.1,60.6,717.5,1.204,3.87,6.48,11.554,470,5430.4,25.4,66.0,0.65,13.9,0.252,cooling,1.0,20.0,25.5,0.8,25.6,63.2,0.72,15.9,0.14,cooling,1.0,20.0,25.5,0.5,26.3,64.6,0.95,24.1,0.812,cooling,1.0,20.0,26.0,0.4,25.1,65.6,0.55,11.3,0.0,free_float,1.0,20.0,26.0,0.4,25.3,65.8,0.62,13.1,0.0,free_float,1.0,20.0,25.5,0.9
132,12,6,27.3,60.0,638.1,3.966,3.096,5.184,12.246,450,5510.7,25.9,63.4,0.81,18.8,0.808,cooling,0.8,20.0,25.5,0.8,25.6,62.1,0.72,15.9,0.593,cooling,0.8,20.0,25.5,0.8,25.9,61.9,0.82,19.2,1.754,cooling,0.8,20.0,26.0,0.4,26.0,62.8,0.83,19.5,0.094,cooling,0.8,20.0,26.0,0.4,25.2,64.2,0.56,11.6,0.717,cooling,0.8,20.0,25.5,0.9
133,13,6,27.3,55.8,770.7,6.114,4.14,6.48,16.734,460,7697.6,25.6,60.6,0.71,15.6,1.726,cooling,1.0,20.0,25.5,0.8,25.4,60.3,0.63,13.3,0.782,cooling,1.0,20.0,25.5,0.8,26.0,60.5,0.84,19.9,1.485,cooling,1.0,20.0,26.0,0.4,25.9,58.9,0.82,19.2,1.35,cooling,1.0,20.0,26.0,0.4,25.4,62.5,0.64,13.6,0.772,cooling,1.0,20.0,25.5,0.9
134,14,6,28.2,62.5,647.2,5.668,4.14,6.48,16.288,480,7818.2,26.0,62.1,0.85,20.2,1.283,cooling,1.0,20.0,25.5,0.8,25.4,60.7,0.65,13.9,0.586,cooling,1.0,20.0,25.5,0.8,26.1,61.8,0.89,21.7,1.506,cooling,1.0,20.0,26.0,0.4,26.0,60.0,0.85,20.2,1.069,cooling,1.0,20.0,26.0,0.4,25.6,60.8,0.71,15.6,1.224,cooling,1.0,20.0,25.5,0.9
135,15,6,26.7,66.1,719.8,6.698,4.14,6.48,17.318,500,8659.0,25.6,61.5,0.69,15.0,1.836,cooling,1.0,20.0,25.5,0.8,25.0,63.2,0.52,10.7,0.561,cooling,1.0,20.0,25.5,0.8,26.0,64.3,0.84,19.9,1.695,cooling,1.0,20.0,26.0,0.4,25.7,62.3,0.75,16.8,1.012,cooling,1.0,20.0,26.0,0.4,25.9,62.8,0.8,18.5,1.595,cooling,1.0,20.0,25.5,0.9
136,16,6,28.7,61.8,547.2,5.123,3.726,5.832,14.681,520,7634.1,25.8,61.5,0.77,17.5,1.175,cooling,0.9,20.0,25.5,0.8,25.3,63.8,0.62,13.1,0.109,cooling,0.9,20.0,25.5,0.8,25.9,64.3,0.82,19.2,1.333,cooling,0.9,20.0,26.0,0.4,25.9,62.1,0.82,19.2,0.343,cooling,0.9,20.0,26.0,0.4,25.6,62.8,0.71,15.6,2.163,cooling,0.9,20.0,25.5,0.9
137,17,6,27.8,63.5,353.7,3.022,2.07,3.24,8.332,550,4582.6,25.5,63.3,0.66,14.2,1.03,cooling,0.5,20.0,25.5,0.8,25.4,63.4,0.64,13.6,0.155,cooling,0.5,20.0,25.5,0.8,25.9,62.9,0.8,18.5,0.668,cooling,0.5,20.0,25.5,0.8,26.2,64.7,0.89,21.7,0.201,cooling,0.5,20.0,25.5,0.8,25.4,62.3,0.65,13.9,0.969,cooling,0.5,20.0,25.5,0.9
138,18,6,27.4,59.0,322.8,2.836,0.996,2.16,5.992,530,3175.8,25.4,61.5,0.63,13.3,0.383,cooling,0.2,18.0,28.0,0.1,25.1,63.0,0.55,11.3,0.1,cooling,0.2,18.0,28.0,0.1,25.7,62.8,0.75,16.8,1.201,cooling,0.2,18.0,28.0,0.1,25.8,63.4,0.78,17.8,0.943,cooling,0.2,18.0,28.0,0.1,25.8,61.1,0.77,17.5,0.209,cooling,0.2,18.0,28.0,0.1
139,19,6,25.5,66.9,155.4,0.0,0.06,2.16,2.22,480,1065.6,25.5,62.5,0.69,15.0,0.0,free_float,0.1,18.0,28.0,0.1,25.2,66.3,0.58,12.0,0.0,free_float,0.1,18.0,28.0,0.1,25.9,63.5,0.81,18.8,0.0,free_float,0.1,18.0,28.0,0.1,25.9,64.5,0.81,18.8,0.0,free_float,0.1,18.0,28.0,0.1,25.9,62.2,0.8,18.5,0.0,free_float,0.1,18.0,28.0,0.1
140,20,6,23.8,68.5,0.0,0.0,0.06,2.16,2.22,420,932.4,25.6,64.6,0.69,15.0,0.0,free_float,0.0,18.0,28.0,0.1,25.3,66.4,0.6,12.5,0.0,free_float,0.0,18.0,28.0,0.1,26.0,65.8,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,26.0,64.3,0.82,19.2,0.0,free_float,0.0,18.0,28.0,0.1,26.0,63.2,0.82,19.2,0.0,free_float,0.0,18.0,28.0,0.1
141,21,6,23.0,66.6,0.0,0.0,0.06,2.16,2.22,380,843.6,25.6,64.8,0.72,15.9,0.0,free_float,0.0,18.0,28.0,0.1,25.4,64.2,0.63,13.3,0.0,free_float,0.0,18.0,28.0,0.1,26.0,67.4,0.86,20.6,0.0,free_float,0.0,18.0,28.0,0.1,26.0,63.9,0.85,20.2,0.0,free_float,0.0,18.0,28.0,0.1,26.0,65.5,0.85,20.2,0.0,free_float,0.0,18.0,28.0,0.1
142,22,6,21.3,68.8,0.0,0.0,0.06,2.16,2.22,340,754.8,25.6,64.1,0.71,15.6,0.0,free_float,0.0,18.0,28.0,0.1,25.4,64.8,0.65,13.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,66.9,0.85,20.2,0.0,free_float,0.0,18.0,28.0,0.1,26.0,65.5,0.85,20.2,0.0,free_float,0.0,18.0,28.0,0.1,26.0,67.0,0.85,20.2,0.0,free_float,0.0,18.0,28.0,0.1
143,23,6,20.1,68.4,0.0,0.0,0.06,2.16,2.22,300,666.0,25.6,65.7,0.71,15.6,0.0,free_float,0.0,18.0,28.0,0.1,25.4,67.2,0.65,13.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,68.6,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,66.9,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,68.3,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1
144,0,7,18.6,71.9,0.0,0.0,0.06,2.16,2.22,280,621.6,25.6,66.8,0.7,15.3,0.0,free_float,0.0,18.0,28.0,0.1,25.4,69.7,0.64,13.6,0.0,free_float,0.0,18.0,28.0,0.1,26.0,67.4,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,26.0,67.2,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,26.0,68.4,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1
145,1,7,18.5,73.4,0.0,0.0,0.06,2.16,2.22,260,577.2,25.6,70.0,0.71,15.6,0.0,free_float,0.0,18.0,28.0,0.1,25.4,70.0,0.64,13.6,0.0,free_float,0.0,18.0,28.0,0.1,26.0,70.0,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,70.0,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,70.0,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1
146,2,7,17.3,71.0,0.0,0.0,0.06,2.16,2.22,250,555.0,25.6,69.3,0.7,15.3,0.0,free_float,0.0,18.0,28.0,0.1,25.4,70.0,0.63,13.3,0.0,free_float,0.0,18.0,28.0,0.1,26.0,70.0,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,26.0,68.9,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,26.0,70.0,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1
147,3,7,18.8,67.5,0.0,0.0,0.06,2.16,2.22,240,532.8,25.6,69.0,0.71,15.6,0.0,free_float,0.0,18.0,28.0,0.1,25.4,68.3,0.64,13.6,0.0,free_float,0.0,18.0,28.0,0.1,26.0,69.2,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,69.3,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,69.1,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1
148,4,7,17.9,71.9,0.0,0.0,0.06,2.16,2.22,250,555.0,25.6,69.9,0.7,15.3,0.0,free_float,0.0,18.0,28.0,0.1,25.4,67.4,0.63,13.3,0.0,free_float,0.0,18.0,28.0,0.1,26.0,70.0,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,26.0,69.6,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1,26.0,70.0,0.83,19.5,0.0,free_float,0.0,18.0,28.0,0.1
149,5,7,19.1,68.9,0.0,0.0,0.06,2.16,2.22,270,599.4,25.6,70.0,0.71,15.6,0.0,free_float,0.0,18.0,28.0,0.1,25.4,67.3,0.64,13.6,0.0,free_float,0.0,18.0,28.0,0.1,26.0,70.0,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,69.0,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1,26.0,69.4,0.84,19.9,0.0,free_float,0.0,18.0,28.0,0.1
150,6,7,19.7,65.7,0.0,0.0,0.06,2.16,2.22,350,777.0,25.6,69.2,0.72,15.9,0.0,free_float,0.1,18.0,23.0,0.1,25.4,65.8,0.65,13.9,0.0,free_float,0.1,18.0,23.0,0.1,26.0,69.5,0.85,20.2,0.0,free_float,0.1,18.0,23.0,0.1,26.0,67.0,0.84,19.9,0.0,free_float,0.1,18.0,23.0,0.1,26.0,69.0,0.85,20.2,0.0,free_float,0.1,18.0,23.0,0.1
151,7,7,19.7,65.5,165.7,21.495,0.3,3.24,25.035,420,10514.7,22.9,69.3,-0.17,5.6,3.953,cooling,0.5,19.5,27.0,0.8,23.0,66.3,-0.16,5.5,2.863,cooling,0.5,20.0,27.0,0.8,23.0,69.9,-0.15,5.5,4.646,cooling,0.5,20.0,27.0,0.8,23.1,67.1,-0.12,5.3,3.344,cooling,0.5,20.0,27.0,0.8,23.1,67.4,-0.11,5.3,6.688,cooling,0.5,20.0,27.0,0.9
152,8,7,22.0,64.7,328.1,0.0,4.482,5.832,10.314,480,4950.7,23.5,68.3,0.02,5.0,0.0,free_float,0.9,20.0,26.0,0.8,23.7,67.4,0.09,5.2,0.0,free_float,0.9,20.0,26.0,0.8,23.8,68.1,0.11,5.3,0.0,free_float,0.9,20.0,26.0,0.8,23.6,66.5,0.06,5.1,0.0,free_float,0.9,20.0,26.0,0.8,23.6,65.5,0.06,5.1,0.0,free_float,0.9,20.0,26.0,0.9
153,9,7,23.3,65.6,429.3,0.0,4.98,6.48,11.46,500,5730.0,24.2,67.2,0.25,6.3,0.0,free_float,1.0,20.0,26.0,0.8,24.4,63.6,0.3,6.9,0.0,free_float,1.0,20.0,25.5,0.5,24.7,66.5,0.42,8.7,0.0,free_float,1.0,20.0,26.0,0.8,24.2,67.4,0.25,6.3,0.0,free_float,1.0,20.0,26.5,0.8,24.2,65.5,0.25,6.3,0.0,free_float,1.0,20.0,26.0,0.9
154,10,7,23.6,62.9,523.7,0.0,4.71,6.48,11.19,490,5483.1,24.9,66.6,0.48,9.8,0.0,free_float,1.0,20.0,25.5,0.8,24.9,64.8,0.48,9.8,0.0,free_float,1.0,20.0,25.5,0.5,25.7,65.0,0.74,16.5,0.0,free_float,1.0,20.0,26.0,0.4,24.8,66.8,0.44,9.0,0.0,free_float,1.0,20.0,26.0,0.4,24.8,62.8,0.44,9.0,0.0,free_float,1.0,20.0,25.5,0.9
155,11,7,25.2,61.8,585.8,1.156,3.87,6.48,11.506,470,5407.8,25.8,65.0,0.78,17.8,0.21,cooling,1.0,20.0,25.5,0.8,25.4,63.0,0.65,13.9,0.0,free_float,1.0,20.0,25.5,0.5,26.0,64.6,0.85,20.2,0.947,cooling,1.0,20.0,26.0,0.4,25.3,65.1,0.61,12.8,0.0,free_float,1.0,20.0,26.0,0.4,25.4,63.9,0.65,13.9,0.0,free_float,1.0,20.0,25.5,0.9
156,12,7,26.3,63.6,741.7,4.452,3.096,5.184,12.732,450,5729.4,25.8,63.3,0.76,17.2,1.383,cooling,0.8,20.0,25.5,0.8,25.5,62.6,0.69,15.0,0.365,cooling,0.8,20.0,25.5,0.8,25.8,63.0,0.77,17.5,1.427,cooling,0.8,20.0,26.0,0.4,26.1,64.0,0.87,21.0,0.383,cooling,0.8,20.0,26.0,0.4,25.7,64.8,0.74,16.5,0.894,cooling,0.8,20.0,25.5,0.9
157,13,7,27.3,64.3,605.7,6.477,4.14,6.48,17.097,460,7864.6,25.3,63.3,0.62,13.1,1.529,cooling,1.0,20.0,25.5,0.8,25.3,63.4,0.61,12.8,0.676,cooling,1.0,20.0,25.5,0.8,26.3,61.5,0.92,22.9,1.157,cooling,1.0,20.0,26.0,0.4,26.0,64.9,0.85,20.2,1.287,cooling,1.0,20.0,26.0,0.4,25.4,63.5,0.65,13.9,1.826,cooling,1.0,20.0,25.5,0.9
158,14,7,29.9,63.9,698.7,5.983,4.14,6.48,16.603,480,7969.4,25.2,63.1,0.59,12.3,0.917,cooling,1.0,20.0,25.5,0.8,25.6,63.8,0.7,15.3,0.51,cooling,1.0,20.0,25.5,0.8,26.3,63.0,0.92,22.9,2.025,cooling,1.0,20.0,26.0,0.4,26.2,64.9,0.9,22.1,1.25,cooling,1.0,20.0,26.0,0.4,25.2,63.4,0.58,12.0,1.282,cooling,1.0,20.0,25.5,0.9
159,15,7,29.0,61.8,661.0,5.569,4.14,6.48,16.189,500,8094.5,25.9,63.7,0.8,18.5,0.743,cooling,1.0,20.0,25.5,0.8,25.5,62.9,0.68,14.7,0.811,cooling,1.0,20.0,25.5,0.8,26.6,63.3,1.04,27.8,1.962,cooling,1.0,20.0,26.0,0.4,25.9,63.7,0.79,18.2,1.225,cooling,1.0,20.0,26.0,0.4,25.3,60.5,0.61,12.8,0.829,cooling,1.0,20.0,25.5,0.9
160,16,7,26.5,69.2,615.1,5.727,3.726,5.832,15.285,520,7948.2,25.5,63.8,0.69,15.0,1.57,cooling,0.9,20.0,25.5,0.8,25.5,62.3,0.66,14.2,0.599,cooling,0.9,20.0,25.5,0.8,25.7,63.2,0.73,16.2,2.204,cooling,0.9,20.0,26.0,0.4,26.2,65.4,0.91,22.5,0.532,cooling,0.9,20.0,26.0,0.4,25.2,63.6,0.59,12.3,0.823,cooling,0.9,20.0,25.5,0.9
161,17,7,26.1,61.3,477.4,1.992,2.07,3.24,7.302,550,4016.1,25.6,63.4,0.72,15.9,0.612,cooling,0.5,20.0,25.5,0.8,25.6,61.7,0.69,15.0,0.337,cooling,0.5,20.0,25.5,0.8,25.8,61.5,0.76,17.2,0.488,cooling,0.5,20.0,26.0,0.8,26.1,64.2,0.89,21.7,0.488,cooling,0.5,20.0,26.0,0.8,25.5,62.5,0.66,14.2,0.067,cooling,0.5,20.0,25.5,0.9
